Order_Date,Region,Product_Category,Sales,Cost,Profit,Customer_Segment,Salesperson,Payment_Method,Profit_margin,sales_category,Month,Profit_status,Year
19-02-2025,South,Software,7017.66,5812.97,1204.69,Small Business,V. Gupta,Credit Card,17.17%,Medium,Feb,low,2025
06-11-2023,West,Furniture,2090.52,1506.92,583.6,Small Business,R. Sharma,Bank Transfer,27.92%,Low,Nov,low,2023
20-04-2025,West,Furniture,10491.2,6634.38,3856.82,Small Business,P. Singh,Bank Transfer,36.76%,High,Apr,Excellent,2025
13-11-2024,South,Furniture,5067.66,4251.61,816.05,Consumer,A. Kumar,Bank Transfer,16.10%,Medium,Nov,low,2024
31-08-2025,South,Office Supplies,9954.76,7791.06,2163.7,Small Business,S. Patel,Debit Card,21.74%,Medium,Aug,low,2025
22-04-2026,East,Software,11708.29,8964.13,2744.16,Consumer,P. Singh,UPI,23.44%,High,Apr,low,2026
07-05-2026,Central,Office Supplies,4891.92,4169.35,722.57,Consumer,A. Kumar,Bank Transfer,14.77%,Low,May,low,2026
15-04-2026,West,Office Supplies,8579.24,5417.92,3161.32,Consumer,P. Singh,UPI,36.85%,Medium,Apr,Excellent,2026
06-04-2024,West,Office Supplies,11789.51,7953.86,3835.65,Consumer,K. Das,Credit Card,32.53%,High,Apr,Excellent,2024
08-08-2024,West,Accessories,4046.77,3326.46,720.31,Enterprise,M. Rao,Cash,17.80%,Low,Aug,low,2024
06-03-2024,East,Office Supplies,1365.67,1245.1,120.57,Small Business,R. Sharma,Debit Card,8.83%,Low,Mar,good,2024
14-05-2026,North,Furniture,3781.18,3672.35,108.83,Small Business,V. Gupta,Cash,2.88%,Low,May,good,2026
27-01-2026,South,Office Supplies,2636.07,1425.57,1210.5,Small Business,R. Sharma,UPI,45.92%,Low,Jan,low,2026
10-03-2025,Central,Accessories,7276.68,5384.15,1892.53,Enterprise,M. Rao,UPI,26.01%,Medium,Mar,low,2025
10-08-2023,West,Accessories,5081.11,3378.38,1702.73,Small Business,A. Kumar,Cash,33.51%,Medium,Aug,low,2023
04-03-2026,Central,Accessories,3759.93,2463.22,1296.71,Corporate,A. Kumar,Cash,34.49%,Low,Mar,low,2026
16-03-2026,Central,Software,2542.56,1617.56,925,Corporate,S. Patel,Credit Card,36.38%,Low,Mar,low,2026
17-02-2024,West,Furniture,2494.29,1797.98,696.31,Enterprise,S. Patel,UPI,27.92%,Low,Feb,low,2024
29-04-2026,North,Furniture,11322.18,6997.25,4324.93,Corporate,N. Iyer,UPI,38.20%,High,Apr,Excellent,2026
17-06-2026,West,Accessories,5914.57,3453.74,2460.83,Small Business,N. Iyer,Bank Transfer,41.61%,Medium,Jun,low,2026
24-03-2026,Central,Office Supplies,2202.3,1811.15,391.15,Corporate,M. Rao,Bank Transfer,17.76%,Low,Mar,good,2026
03-09-2024,West,Office Supplies,8319.39,6243.14,2076.25,Small Business,M. Rao,Credit Card,24.96%,Medium,Sep,low,2024
22-08-2025,East,Furniture,10180.4,8072.27,2108.13,Small Business,A. Kumar,Bank Transfer,20.71%,High,Aug,low,2025
15-12-2023,East,Software,4248.58,3182.64,1065.94,Corporate,S. Patel,Cash,25.09%,Low,Dec,low,2023
12-01-2025,South,Electronics,12262.33,8403.91,3858.42,Corporate,S. Patel,Credit Card,31.47%,High,Jan,Excellent,2025
28-06-2026,North,Software,2519.46,2108.48,410.98,Small Business,V. Gupta,Credit Card,16.31%,Low,Jun,good,2026
13-04-2024,South,Software,469.53,146.11,323.42,Enterprise,V. Gupta,Debit Card,68.88%,Low,Apr,good,2024
14-02-2025,North,Accessories,4427.83,2958.39,1469.44,Corporate,A. Kumar,Debit Card,33.19%,Low,Feb,low,2025
08-11-2025,North,Software,8878.6,7951.98,926.62,Enterprise,R. Sharma,Bank Transfer,10.44%,Medium,Nov,low,2025
21-09-2023,North,Office Supplies,528.65,182.48,346.17,Small Business,V. Gupta,Cash,65.48%,Low,Sep,good,2023
14-06-2026,Central,Software,7496.86,4495.82,3001.04,Small Business,S. Patel,Credit Card,40.03%,Medium,Jun,Excellent,2026
14-05-2025,East,Furniture,2201.4,1546.2,655.2,Consumer,N. Iyer,Bank Transfer,29.76%,Low,May,low,2025
05-08-2024,West,Software,2943.67,1661.9,1281.77,Small Business,P. Singh,UPI,43.54%,Low,Aug,low,2024
18-01-2024,East,Furniture,1962.04,1744.55,217.49,Consumer,M. Rao,UPI,11.08%,Low,Jan,good,2024
31-10-2024,East,Office Supplies,4862.4,4075.95,786.45,Consumer,M. Rao,Bank Transfer,16.17%,Low,Oct,low,2024
01-11-2024,East,Furniture,758.34,652.91,105.43,Enterprise,M. Rao,Credit Card,13.90%,Low,Nov,good,2024
02-03-2025,South,Software,3928.27,3371.14,557.13,Corporate,V. Gupta,Cash,14.18%,Low,Mar,low,2025
10-08-2025,West,Accessories,5328.24,3801.03,1527.21,Corporate,S. Patel,Cash,28.66%,Medium,Aug,low,2025
21-12-2023,East,Electronics,6554.95,4777.01,1777.94,Consumer,A. Kumar,Cash,27.12%,Medium,Dec,low,2023
07-05-2026,South,Office Supplies,2779.07,1899.2,879.87,Enterprise,P. Singh,Debit Card,31.66%,Low,May,low,2026
03-04-2026,North,Software,1443.04,909.38,533.66,Corporate,K. Das,UPI,36.98%,Low,Apr,low,2026
02-11-2023,East,Electronics,7457.58,5073.3,2384.28,Enterprise,M. Rao,Credit Card,31.97%,Medium,Nov,low,2023
25-09-2024,East,Electronics,5412.2,5246.97,165.23,Consumer,P. Singh,UPI,3.05%,Medium,Sep,good,2024
09-09-2023,South,Software,3031.82,2655.11,376.71,Small Business,K. Das,UPI,12.43%,Low,Sep,good,2023
18-08-2025,Central,Furniture,5195.1,3443.25,1751.85,Small Business,P. Singh,Debit Card,33.72%,Medium,Aug,low,2025
18-09-2025,South,Electronics,7269.79,4806.7,2463.09,Consumer,M. Rao,UPI,33.88%,Medium,Sep,low,2025
21-11-2025,South,Software,7634.07,4834.21,2799.86,Small Business,R. Sharma,Bank Transfer,36.68%,Medium,Nov,low,2025
27-07-2024,North,Electronics,12478.27,8442.95,4035.32,Enterprise,A. Kumar,Debit Card,32.34%,High,Jul,Excellent,2024
01-09-2024,West,Accessories,1244.92,698.89,546.03,Consumer,S. Patel,Credit Card,43.86%,Low,Sep,low,2024
07-10-2025,North,Furniture,5574.27,4006.77,1567.5,Small Business,S. Patel,Cash,28.12%,Medium,Oct,low,2025
20-04-2025,East,Furniture,8054.44,5239.53,2814.91,Small Business,R. Sharma,Cash,34.95%,Medium,Apr,low,2025
01-10-2024,Central,Accessories,4542.43,3780.69,761.74,Corporate,K. Das,Cash,16.77%,Low,Oct,low,2024
17-04-2026,West,Accessories,796.37,517.27,279.1,Small Business,K. Das,UPI,35.05%,Low,Apr,good,2026
07-05-2024,Central,Software,3166.45,2769.01,397.44,Corporate,S. Patel,Bank Transfer,12.55%,Low,May,good,2024
27-04-2024,Central,Software,11719.66,7271.41,4448.25,Enterprise,R. Sharma,UPI,37.96%,High,Apr,Excellent,2024
15-11-2024,North,Software,3004.12,2369.46,634.66,Small Business,P. Singh,Cash,21.13%,Low,Nov,low,2024
31-07-2024,Central,Accessories,873.69,558.68,315.01,Consumer,P. Singh,Debit Card,36.06%,Low,Jul,good,2024
23-09-2024,East,Office Supplies,7079.34,4366.61,2712.73,Consumer,S. Patel,Debit Card,38.32%,Medium,Sep,low,2024
03-03-2024,South,Accessories,10178.18,6747.23,3430.95,Corporate,K. Das,Debit Card,33.71%,High,Mar,Excellent,2024
25-04-2025,Central,Office Supplies,8791.65,7002.07,1789.58,Small Business,M. Rao,Bank Transfer,20.36%,Medium,Apr,low,2025
22-05-2026,West,Office Supplies,10414.84,7957.03,2457.81,Corporate,N. Iyer,Bank Transfer,23.60%,High,May,low,2026
31-10-2025,South,Electronics,1201.7,506.87,694.83,Small Business,K. Das,Bank Transfer,57.82%,Low,Oct,low,2025
14-05-2024,Central,Furniture,2215.9,1846.11,369.79,Enterprise,N. Iyer,Bank Transfer,16.69%,Low,May,good,2024
02-04-2026,West,Software,12373.15,8701.92,3671.23,Corporate,N. Iyer,Debit Card,29.67%,High,Apr,Excellent,2026
18-04-2024,Central,Electronics,8662.54,6510.79,2151.75,Consumer,P. Singh,Credit Card,24.84%,Medium,Apr,low,2024
20-07-2023,South,Electronics,6097.55,3770.29,2327.26,Corporate,A. Kumar,Debit Card,38.17%,Medium,Jul,low,2023
07-05-2026,Central,Software,4339.54,4158.49,181.05,Enterprise,A. Kumar,Credit Card,4.17%,Low,May,good,2026
30-06-2026,Central,Office Supplies,5051.18,5009.63,41.55,Small Business,A. Kumar,Cash,0.82%,Medium,Jun,good,2026
04-12-2025,North,Electronics,11700.88,7274.89,4425.99,Corporate,S. Patel,Debit Card,37.83%,High,Dec,Excellent,2025
19-06-2026,West,Electronics,3022.76,2346.52,676.24,Small Business,K. Das,UPI,22.37%,Low,Jun,low,2026
16-11-2024,North,Electronics,10233.85,8913.07,1320.78,Consumer,K. Das,UPI,12.91%,High,Nov,low,2024
17-08-2025,North,Furniture,5216.08,5019.04,197.04,Consumer,V. Gupta,UPI,3.78%,Medium,Aug,good,2025
15-05-2025,North,Accessories,8209.05,5136.12,3072.93,Consumer,S. Patel,Debit Card,37.43%,Medium,May,Excellent,2025
06-03-2026,East,Accessories,4368.14,2512.75,1855.39,Consumer,R. Sharma,Bank Transfer,42.48%,Low,Mar,low,2026
08-08-2023,West,Electronics,11999.81,8657.08,3342.73,Small Business,R. Sharma,Cash,27.86%,High,Aug,Excellent,2023
10-11-2024,Central,Office Supplies,8189.82,5143.59,3046.23,Enterprise,R. Sharma,Credit Card,37.20%,Medium,Nov,Excellent,2024
27-04-2026,North,Software,8305.02,6734.56,1570.46,Corporate,P. Singh,Bank Transfer,18.91%,Medium,Apr,low,2026
26-09-2025,East,Software,10594.84,8723.39,1871.45,Enterprise,S. Patel,Bank Transfer,17.66%,High,Sep,low,2025
13-08-2025,West,Electronics,5891.5,3943.45,1948.05,Small Business,S. Patel,Credit Card,33.07%,Medium,Aug,low,2025
22-12-2023,South,Software,3241.52,2484.95,756.57,Small Business,N. Iyer,Credit Card,23.34%,Low,Dec,low,2023
10-01-2024,East,Office Supplies,327.42,146.24,181.18,Consumer,R. Sharma,Credit Card,55.34%,Low,Jan,good,2024
24-07-2024,Central,Software,5529.49,3935.72,1593.77,Consumer,A. Kumar,Credit Card,28.82%,Medium,Jul,low,2024
30-06-2025,East,Software,7133.46,5032.56,2100.9,Consumer,M. Rao,UPI,29.45%,Medium,Jun,low,2025
08-09-2025,Central,Furniture,10456.43,7034.61,3421.82,Corporate,K. Das,Debit Card,32.72%,High,Sep,Excellent,2025
16-04-2024,South,Electronics,3029.13,2493.38,535.75,Corporate,K. Das,Bank Transfer,17.69%,Low,Apr,low,2024
15-11-2025,East,Office Supplies,4458.89,2767.8,1691.09,Corporate,V. Gupta,Cash,37.93%,Low,Nov,low,2025
10-08-2024,North,Software,4582.11,4174.97,407.14,Small Business,K. Das,Bank Transfer,8.89%,Low,Aug,good,2024
24-12-2025,Central,Furniture,4993.47,3079.15,1914.32,Small Business,N. Iyer,Cash,38.34%,Low,Dec,low,2025
21-08-2024,West,Office Supplies,4917.05,4363.19,553.86,Small Business,V. Gupta,Cash,11.26%,Low,Aug,low,2024
14-11-2024,West,Office Supplies,3645.15,3000.39,644.76,Consumer,S. Patel,Cash,17.69%,Low,Nov,low,2024
09-07-2024,West,Furniture,8477.85,6167.24,2310.61,Enterprise,M. Rao,Credit Card,27.25%,Medium,Jul,low,2024
21-10-2025,East,Furniture,6667.61,6089.5,578.11,Small Business,R. Sharma,UPI,8.67%,Medium,Oct,low,2025
17-08-2025,West,Accessories,1704.38,758.29,946.09,Enterprise,K. Das,Cash,55.51%,Low,Aug,low,2025
20-09-2023,Central,Accessories,8856.85,7137.42,1719.43,Consumer,P. Singh,Debit Card,19.41%,Medium,Sep,low,2023
03-07-2025,Central,Software,2467.72,1580.41,887.31,Small Business,K. Das,Credit Card,35.96%,Low,Jul,low,2025
28-07-2023,Central,Accessories,1218.82,977.6,241.22,Corporate,V. Gupta,Bank Transfer,19.79%,Low,Jul,good,2023
15-09-2025,Central,Furniture,6282.19,4221.26,2060.93,Small Business,A. Kumar,UPI,32.81%,Medium,Sep,low,2025
06-02-2024,North,Electronics,4697.12,2729.35,1967.77,Corporate,N. Iyer,Bank Transfer,41.89%,Low,Feb,low,2024
08-06-2025,West,Office Supplies,4771.3,4152.46,618.84,Enterprise,P. Singh,UPI,12.97%,Low,Jun,low,2025
18-01-2026,North,Electronics,3617.78,2938.29,679.49,Small Business,P. Singh,Debit Card,18.78%,Low,Jan,low,2026
17-11-2024,East,Accessories,6522.16,4692.35,1829.81,Enterprise,V. Gupta,Debit Card,28.06%,Medium,Nov,low,2024
13-10-2025,West,Software,6436.05,5704.87,731.18,Consumer,S. Patel,UPI,11.36%,Medium,Oct,low,2025
02-12-2025,South,Office Supplies,5418.59,3560.64,1857.95,Consumer,P. Singh,Cash,34.29%,Medium,Dec,low,2025
23-07-2024,North,Office Supplies,3850.87,3355.56,495.31,Enterprise,N. Iyer,Cash,12.86%,Low,Jul,good,2024
09-09-2025,East,Office Supplies,7785.57,5540.64,2244.93,Enterprise,R. Sharma,Bank Transfer,28.83%,Medium,Sep,low,2025
27-12-2023,South,Office Supplies,7381.21,6081.78,1299.43,Consumer,R. Sharma,Bank Transfer,17.60%,Medium,Dec,low,2023
21-04-2024,South,Accessories,6021.43,4646.34,1375.09,Enterprise,K. Das,Debit Card,22.84%,Medium,Apr,low,2024
29-03-2026,South,Accessories,8497.5,5755.96,2741.54,Corporate,V. Gupta,Bank Transfer,32.26%,Medium,Mar,low,2026
19-04-2024,Central,Electronics,3077.93,1765.18,1312.75,Small Business,A. Kumar,UPI,42.65%,Low,Apr,low,2024
11-04-2024,Central,Accessories,2451.71,1836.64,615.07,Enterprise,K. Das,UPI,25.09%,Low,Apr,low,2024
04-11-2025,South,Electronics,8351.98,6420.27,1931.71,Consumer,S. Patel,Bank Transfer,23.13%,Medium,Nov,low,2025
11-09-2023,South,Software,3636.31,2546.19,1090.12,Enterprise,P. Singh,Cash,29.98%,Low,Sep,low,2023
25-02-2024,East,Accessories,3565.28,2484.21,1081.07,Consumer,V. Gupta,Cash,30.32%,Low,Feb,low,2024
26-09-2024,South,Office Supplies,9507.67,8909,598.67,Consumer,V. Gupta,Bank Transfer,6.30%,Medium,Sep,low,2024
19-06-2025,North,Furniture,8222.77,7773.58,449.19,Corporate,N. Iyer,Cash,5.46%,Medium,Jun,good,2025
29-11-2025,South,Furniture,1778.62,1577.24,201.38,Consumer,N. Iyer,Cash,11.32%,Low,Nov,good,2025
01-02-2025,East,Office Supplies,6042.98,5412.03,630.95,Small Business,P. Singh,Debit Card,10.44%,Medium,Feb,low,2025
26-10-2025,South,Furniture,13702.19,8277.04,5425.15,Corporate,R. Sharma,Bank Transfer,39.59%,High,Oct,Excellent,2025
24-11-2024,West,Furniture,10005.55,6877.11,3128.44,Small Business,K. Das,UPI,31.27%,High,Nov,Excellent,2024
17-01-2026,North,Software,1537.49,772.09,765.4,Small Business,N. Iyer,UPI,49.78%,Low,Jan,low,2026
01-04-2026,North,Software,3018.58,3012.87,5.71,Small Business,P. Singh,Cash,0.19%,Low,Apr,good,2026
28-09-2025,South,Software,2779.06,2038.69,740.37,Small Business,N. Iyer,Bank Transfer,26.64%,Low,Sep,low,2025
28-05-2025,West,Office Supplies,5425.87,4971.06,454.81,Consumer,A. Kumar,Credit Card,8.38%,Medium,May,good,2025
02-02-2026,South,Software,846.19,244.9,601.29,Enterprise,A. Kumar,UPI,71.06%,Low,Feb,low,2026
24-08-2024,East,Furniture,14306.27,8961.68,5344.59,Small Business,P. Singh,Bank Transfer,37.36%,High,Aug,Excellent,2024
30-11-2024,South,Electronics,1498.13,833.54,664.59,Enterprise,M. Rao,Debit Card,44.36%,Low,Nov,low,2024
02-12-2025,North,Furniture,8791.04,5933.82,2857.22,Enterprise,P. Singh,Debit Card,32.50%,Medium,Dec,low,2025
12-10-2024,North,Office Supplies,6206.83,4723.05,1483.78,Consumer,K. Das,Debit Card,23.91%,Medium,Oct,low,2024
11-03-2026,North,Electronics,1089.77,730.37,359.4,Small Business,N. Iyer,Bank Transfer,32.98%,Low,Mar,good,2026
12-04-2024,South,Furniture,5624.01,3506.22,2117.79,Consumer,A. Kumar,Cash,37.66%,Medium,Apr,low,2024
07-06-2024,South,Software,6119.25,4016.88,2102.37,Enterprise,S. Patel,Credit Card,34.36%,Medium,Jun,low,2024
28-01-2024,West,Office Supplies,1507.17,1346.12,161.05,Enterprise,N. Iyer,Debit Card,10.69%,Low,Jan,good,2024
25-11-2024,Central,Accessories,2736.79,2565.01,171.78,Small Business,A. Kumar,Bank Transfer,6.28%,Low,Nov,good,2024
30-08-2024,West,Office Supplies,6402.02,4707.97,1694.05,Consumer,S. Patel,UPI,26.46%,Medium,Aug,low,2024
04-09-2025,Central,Electronics,1683.96,1103.42,580.54,Consumer,N. Iyer,Bank Transfer,34.47%,Low,Sep,low,2025
02-04-2024,West,Office Supplies,5745.77,3542.86,2202.91,Corporate,V. Gupta,Credit Card,38.34%,Medium,Apr,low,2024
10-08-2023,South,Electronics,5378.53,5327.54,50.99,Consumer,K. Das,Cash,0.95%,Medium,Aug,good,2023
12-02-2025,West,Software,7656.67,5694.28,1962.39,Enterprise,P. Singh,Cash,25.63%,Medium,Feb,low,2025
14-05-2024,Central,Furniture,3202.19,2569.46,632.73,Corporate,N. Iyer,UPI,19.76%,Low,May,low,2024
19-11-2023,South,Electronics,3830.11,2860.51,969.6,Corporate,P. Singh,UPI,25.32%,Low,Nov,low,2023
29-02-2024,East,Furniture,5949.94,4135.01,1814.93,Consumer,A. Kumar,Debit Card,30.50%,Medium,Feb,low,2024
30-07-2023,Central,Accessories,2925.56,1558.11,1367.45,Small Business,R. Sharma,Bank Transfer,46.74%,Low,Jul,low,2023
22-03-2024,North,Electronics,10759.31,6773.01,3986.3,Small Business,K. Das,Bank Transfer,37.05%,High,Mar,Excellent,2024
13-06-2026,Central,Electronics,1310.32,668.46,641.86,Enterprise,V. Gupta,Cash,48.98%,Low,Jun,low,2026
13-07-2025,South,Office Supplies,1329.06,593.41,735.65,Corporate,M. Rao,Credit Card,55.35%,Low,Jul,low,2025
28-02-2024,North,Electronics,3038.35,2132.8,905.55,Corporate,A. Kumar,UPI,29.80%,Low,Feb,low,2024
21-07-2025,North,Accessories,3899.51,3508.52,390.99,Enterprise,S. Patel,Bank Transfer,10.03%,Low,Jul,good,2025
26-11-2024,East,Electronics,5809.1,3804.68,2004.42,Small Business,P. Singh,Cash,34.50%,Medium,Nov,low,2024
22-10-2023,North,Software,2916.9,1696.16,1220.74,Consumer,V. Gupta,Bank Transfer,41.85%,Low,Oct,low,2023
03-04-2025,North,Office Supplies,4289.4,3012.98,1276.42,Corporate,M. Rao,Cash,29.76%,Low,Apr,low,2025
20-03-2025,East,Accessories,7776.12,6682.23,1093.89,Enterprise,S. Patel,Cash,14.07%,Medium,Mar,low,2025
20-11-2024,North,Furniture,2711.85,1440.04,1271.81,Small Business,A. Kumar,Bank Transfer,46.90%,Low,Nov,low,2024
09-07-2023,East,Electronics,8590.11,6854.47,1735.64,Corporate,S. Patel,UPI,20.21%,Medium,Jul,low,2023
09-04-2026,South,Office Supplies,14191.07,8654.55,5536.52,Consumer,A. Kumar,Debit Card,39.01%,High,Apr,Excellent,2026
05-06-2026,West,Electronics,6253.13,3776.21,2476.92,Consumer,R. Sharma,UPI,39.61%,Medium,Jun,low,2026
07-12-2023,South,Furniture,5599.61,5367.87,231.74,Small Business,M. Rao,Bank Transfer,4.14%,Medium,Dec,good,2023
18-09-2025,East,Software,9499.86,6336.46,3163.4,Small Business,S. Patel,Credit Card,33.30%,Medium,Sep,Excellent,2025
25-08-2024,North,Furniture,2302.46,1311.4,991.06,Consumer,R. Sharma,UPI,43.04%,Low,Aug,low,2024
15-02-2026,East,Furniture,3164.98,2894.9,270.08,Enterprise,M. Rao,UPI,8.53%,Low,Feb,good,2026
30-12-2024,East,Accessories,8149.34,7687.09,462.25,Consumer,S. Patel,Bank Transfer,5.67%,Medium,Dec,good,2024
05-05-2024,East,Software,1171.69,911.79,259.9,Consumer,M. Rao,Bank Transfer,22.18%,Low,May,good,2024
27-06-2024,West,Accessories,670.21,376.63,293.58,Corporate,P. Singh,UPI,43.80%,Low,Jun,good,2024
31-01-2024,North,Electronics,7933.07,7254.68,678.39,Corporate,R. Sharma,Debit Card,8.55%,Medium,Jan,low,2024
04-10-2025,North,Accessories,5018.78,3412.93,1605.85,Small Business,P. Singh,Credit Card,32.00%,Medium,Oct,low,2025
16-11-2023,South,Electronics,2903.89,1859.98,1043.91,Small Business,P. Singh,Credit Card,35.95%,Low,Nov,low,2023
05-02-2026,West,Software,1318.09,550.68,767.41,Enterprise,A. Kumar,UPI,58.22%,Low,Feb,low,2026
26-11-2025,South,Office Supplies,1956.36,1637.98,318.38,Small Business,V. Gupta,Debit Card,16.27%,Low,Nov,good,2025
15-09-2023,East,Software,7934.33,5565.55,2368.78,Enterprise,V. Gupta,Credit Card,29.85%,Medium,Sep,low,2023
02-01-2024,South,Accessories,2871.89,2590.01,281.88,Corporate,A. Kumar,UPI,9.82%,Low,Jan,good,2024
11-07-2025,East,Accessories,6808.45,4369.19,2439.26,Small Business,K. Das,Bank Transfer,35.83%,Medium,Jul,low,2025
09-07-2024,North,Office Supplies,749.45,331.96,417.49,Consumer,V. Gupta,Cash,55.71%,Low,Jul,good,2024
08-07-2025,South,Electronics,11578,6924.9,4653.1,Corporate,S. Patel,Bank Transfer,40.19%,High,Jul,Excellent,2025
03-07-2026,North,Furniture,11876.91,7364.94,4511.97,Enterprise,N. Iyer,Debit Card,37.99%,High,Jul,Excellent,2026
01-07-2024,East,Accessories,2785.09,2205.31,579.78,Consumer,N. Iyer,Cash,20.82%,Low,Jul,low,2024
23-04-2024,West,Accessories,5783.1,5111.67,671.43,Small Business,R. Sharma,UPI,11.61%,Medium,Apr,low,2024
22-09-2023,South,Electronics,1145.68,903.29,242.39,Enterprise,A. Kumar,Bank Transfer,21.16%,Low,Sep,good,2023
22-08-2024,South,Office Supplies,8935.64,7277.36,1658.28,Consumer,A. Kumar,Debit Card,18.56%,Medium,Aug,low,2024
22-04-2024,East,Electronics,10966.19,6991.86,3974.33,Small Business,K. Das,Cash,36.24%,High,Apr,Excellent,2024
29-01-2024,South,Software,3855.84,3095.39,760.45,Enterprise,N. Iyer,Debit Card,19.72%,Low,Jan,low,2024
06-07-2025,South,Software,3118.7,2086.81,1031.89,Small Business,M. Rao,Debit Card,33.09%,Low,Jul,low,2025
04-07-2024,Central,Software,10810.57,6586.6,4223.97,Consumer,R. Sharma,Cash,39.07%,High,Jul,Excellent,2024
18-04-2025,South,Accessories,13597.71,8297.24,5300.47,Consumer,V. Gupta,Debit Card,38.98%,High,Apr,Excellent,2025
15-05-2025,East,Furniture,7814.09,6733.56,1080.53,Consumer,N. Iyer,UPI,13.83%,Medium,May,low,2025
30-07-2023,North,Office Supplies,2953.54,2460.39,493.15,Small Business,P. Singh,Credit Card,16.70%,Low,Jul,good,2023
13-10-2023,South,Software,5454.87,3534.84,1920.03,Enterprise,K. Das,Bank Transfer,35.20%,Medium,Oct,low,2023
13-08-2025,Central,Furniture,1530.93,1002.71,528.22,Corporate,V. Gupta,Credit Card,34.50%,Low,Aug,low,2025
13-09-2023,North,Electronics,3405.09,2724.69,680.4,Small Business,R. Sharma,UPI,19.98%,Low,Sep,low,2023
31-05-2024,North,Office Supplies,9059.31,6614.67,2444.64,Enterprise,A. Kumar,UPI,26.98%,Medium,May,low,2024
08-06-2024,North,Electronics,7156.43,5505.13,1651.3,Small Business,S. Patel,Debit Card,23.07%,Medium,Jun,low,2024
22-10-2025,Central,Office Supplies,9397.56,6305.05,3092.51,Small Business,M. Rao,Debit Card,32.91%,Medium,Oct,Excellent,2025
19-01-2024,West,Furniture,1013.5,541.76,471.74,Consumer,N. Iyer,Credit Card,46.55%,Low,Jan,good,2024
28-11-2025,Central,Software,1726.8,879.89,846.91,Corporate,P. Singh,Credit Card,49.05%,Low,Nov,low,2025
02-09-2024,North,Software,2050.03,1620.41,429.62,Consumer,M. Rao,UPI,20.96%,Low,Sep,good,2024
25-02-2026,North,Accessories,6549.63,4452.96,2096.67,Enterprise,R. Sharma,Bank Transfer,32.01%,Medium,Feb,low,2026
26-08-2025,East,Software,4516.64,3387.67,1128.97,Enterprise,M. Rao,Debit Card,25.00%,Low,Aug,low,2025
07-01-2025,North,Electronics,5661.79,5121.79,540,Small Business,K. Das,Cash,9.54%,Medium,Jan,low,2025
